elec_id;district_id;parliament_id;election_date;election_type;election_mode;parliament_id_of_electing_parliament;election_hierarchy;election_round;district_votes_total
DE_NT-BT_2013__Oberhavel-Havelland-II__22sep2013;DE_NT-BT_2013__Oberhavel-Havelland-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Kaiserslautern__22sep2013;DE_NT-BT_2013__Kaiserslautern;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Altoetting__22sep2013;DE_NT-BT_2013__Altoetting;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Neustadt-Speyer__22sep2013;DE_NT-BT_2013__Neustadt-Speyer;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Steinfurt-I-Borken-I__22sep2013;DE_NT-BT_2013__Steinfurt-I-Borken-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Darmstadt__22sep2013;DE_NT-BT_2013__Darmstadt;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rendsburg-Eckernfoerde__22sep2013;DE_NT-BT_2013__Rendsburg-Eckernfoerde;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Marburg__22sep2013;DE_NT-BT_2013__Marburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Neuss-I__22sep2013;DE_NT-BT_2013__Neuss-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Coesfeld-Steinfurt-II__22sep2013;DE_NT-BT_2013__Coesfeld-Steinfurt-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Roth__22sep2013;DE_NT-BT_2013__Roth;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rheinisch-Bergischer-Kreis__22sep2013;DE_NT-BT_2013__Rheinisch-Bergischer-Kreis;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Guetersloh-I__22sep2013;DE_NT-BT_2013__Guetersloh-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Koeln-I__22sep2013;DE_NT-BT_2013__Koeln-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Montabaur__22sep2013;DE_NT-BT_2013__Montabaur;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rosenheim__22sep2013;DE_NT-BT_2013__Rosenheim;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Amberg__22sep2013;DE_NT-BT_2013__Amberg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Berlin-Mitte__22sep2013;DE_NT-BT_2013__Berlin-Mitte;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Schwarzwald-Baar__22sep2013;DE_NT-BT_2013__Schwarzwald-Baar;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rhein-Sieg-Kreis-II__22sep2013;DE_NT-BT_2013__Rhein-Sieg-Kreis-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Goeppingen__22sep2013;DE_NT-BT_2013__Goeppingen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bad-Kissingen__22sep2013;DE_NT-BT_2013__Bad-Kissingen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Starnberg-Landsberg-am-Lech__22sep2013;DE_NT-BT_2013__Starnberg-Landsberg-am-Lech;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Potsdam-Potsdam-Mittelmark-II-Teltow-Flaeming-II__22sep2013;DE_NT-BT_2013__Potsdam-Potsdam-Mittelmark-II-Teltow-Flaeming-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Meissen__22sep2013;DE_NT-BT_2013__Meissen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ahrweiler__22sep2013;DE_NT-BT_2013__Ahrweiler;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Boeblingen__22sep2013;DE_NT-BT_2013__Boeblingen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Suhl-Schmalkalden-Meiningen-Hildburghausen-Sonneberg__22sep2013;DE_NT-BT_2013__Suhl-Schmalkalden-Meiningen-Hildburghausen-Sonneberg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Aachen-I__22sep2013;DE_NT-BT_2013__Aachen-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Muenster__22sep2013;DE_NT-BT_2013__Muenster;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Augsburg-Stadt__22sep2013;DE_NT-BT_2013__Augsburg-Stadt;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Muenchen-Land__22sep2013;DE_NT-BT_2013__Muenchen-Land;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Werra-Meissner-Hersfeld-Rotenburg__22sep2013;DE_NT-BT_2013__Werra-Meissner-Hersfeld-Rotenburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Heidelberg__22sep2013;DE_NT-BT_2013__Heidelberg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Augsburg-Land__22sep2013;DE_NT-BT_2013__Augsburg-Land;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Berlin-Friedrichshain-Kreuzberg-Prenzlauer-Berg-Ost__22sep2013;DE_NT-BT_2013__Berlin-Friedrichshain-Kreuzberg-Prenzlauer-Berg-Ost;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Helmstedt-Wolfsburg__22sep2013;DE_NT-BT_2013__Helmstedt-Wolfsburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__St-Wendel__22sep2013;DE_NT-BT_2013__St-Wendel;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Zollernalb-Sigmaringen__22sep2013;DE_NT-BT_2013__Zollernalb-Sigmaringen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Fuerstenfeldbruck__22sep2013;DE_NT-BT_2013__Fuerstenfeldbruck;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Mecklenburgische-Seenplatte-I-Vorpommern-Greifswald-II__22sep2013;DE_NT-BT_2013__Mecklenburgische-Seenplatte-I-Vorpommern-Greifswald-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Backnang-Schwaebisch-Gmuend__22sep2013;DE_NT-BT_2013__Backnang-Schwaebisch-Gmuend;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Karlsruhe-Stadt__22sep2013;DE_NT-BT_2013__Karlsruhe-Stadt;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Delmenhorst-Wesermarsch-Oldenburg-Land__22sep2013;DE_NT-BT_2013__Delmenhorst-Wesermarsch-Oldenburg-Land;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Duisburg-I__22sep2013;DE_NT-BT_2013__Duisburg-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Salzgitter-Wolfenbuettel__22sep2013;DE_NT-BT_2013__Salzgitter-Wolfenbuettel;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Waiblingen__22sep2013;DE_NT-BT_2013__Waiblingen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rottal-Inn__22sep2013;DE_NT-BT_2013__Rottal-Inn;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bremen-I__22sep2013;DE_NT-BT_2013__Bremen-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bad-Toelz-Wolfratshausen-Miesbach__22sep2013;DE_NT-BT_2013__Bad-Toelz-Wolfratshausen-Miesbach;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Halle__22sep2013;DE_NT-BT_2013__Halle;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Erzgebirgskreis-I__22sep2013;DE_NT-BT_2013__Erzgebirgskreis-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Aachen-II__22sep2013;DE_NT-BT_2013__Aachen-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Wetterau-I__22sep2013;DE_NT-BT_2013__Wetterau-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Goslar-Northeim-Osterode__22sep2013;DE_NT-BT_2013__Goslar-Northeim-Osterode;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Stuttgart-I__22sep2013;DE_NT-BT_2013__Stuttgart-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Dresden-II-Bautzen-II__22sep2013;DE_NT-BT_2013__Dresden-II-Bautzen-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Herne-Bochum-II__22sep2013;DE_NT-BT_2013__Herne-Bochum-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Koeln-II__22sep2013;DE_NT-BT_2013__Koeln-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hochsauerlandkreis__22sep2013;DE_NT-BT_2013__Hochsauerlandkreis;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hoexter-Lippe-II__22sep2013;DE_NT-BT_2013__Hoexter-Lippe-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Lippe-I__22sep2013;DE_NT-BT_2013__Lippe-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Donau-Ries__22sep2013;DE_NT-BT_2013__Donau-Ries;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Moenchengladbach__22sep2013;DE_NT-BT_2013__Moenchengladbach;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bremen-II-Bremerhaven__22sep2013;DE_NT-BT_2013__Bremen-II-Bremerhaven;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Nienburg-II-Schaumburg__22sep2013;DE_NT-BT_2013__Nienburg-II-Schaumburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Cuxhaven-Stade-II__22sep2013;DE_NT-BT_2013__Cuxhaven-Stade-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hamburg-Bergedorf-Harburg__22sep2013;DE_NT-BT_2013__Hamburg-Bergedorf-Harburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Osterholz-Verden__22sep2013;DE_NT-BT_2013__Osterholz-Verden;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ulm__22sep2013;DE_NT-BT_2013__Ulm;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Frankfurt--Oder-Oder-Spree__22sep2013;DE_NT-BT_2013__Frankfurt--Oder-Oder-Spree;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Mittelsachsen__22sep2013;DE_NT-BT_2013__Mittelsachsen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bodensee__22sep2013;DE_NT-BT_2013__Bodensee;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Dortmund-II__22sep2013;DE_NT-BT_2013__Dortmund-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Eisenach-Wartburgkreis-Unstrut-Hainich-Kreis__22sep2013;DE_NT-BT_2013__Eisenach-Wartburgkreis-Unstrut-Hainich-Kreis;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bonn__22sep2013;DE_NT-BT_2013__Bonn;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Segeberg-Stormarn-Mitte__22sep2013;DE_NT-BT_2013__Segeberg-Stormarn-Mitte;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Berlin-Steglitz-Zehlendorf__22sep2013;DE_NT-BT_2013__Berlin-Steglitz-Zehlendorf;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Osnabrueck-Land__22sep2013;DE_NT-BT_2013__Osnabrueck-Land;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Konstanz__22sep2013;DE_NT-BT_2013__Konstanz;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ravensburg__22sep2013;DE_NT-BT_2013__Ravensburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Main-Taunus__22sep2013;DE_NT-BT_2013__Main-Taunus;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Gifhorn-Peine__22sep2013;DE_NT-BT_2013__Gifhorn-Peine;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Kassel__22sep2013;DE_NT-BT_2013__Kassel;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Lahn-Dill__22sep2013;DE_NT-BT_2013__Lahn-Dill;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Krefeld-I-Neuss-II__22sep2013;DE_NT-BT_2013__Krefeld-I-Neuss-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hildesheim__22sep2013;DE_NT-BT_2013__Hildesheim;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Erfurt-Weimar-Weimarer-Land-II__22sep2013;DE_NT-BT_2013__Erfurt-Weimar-Weimarer-Land-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bayreuth__22sep2013;DE_NT-BT_2013__Bayreuth;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Frankfurt-am-Main-II__22sep2013;DE_NT-BT_2013__Frankfurt-am-Main-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ostallgaeu__22sep2013;DE_NT-BT_2013__Ostallgaeu;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Recklinghausen-II__22sep2013;DE_NT-BT_2013__Recklinghausen-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ploen-Neumuenster__22sep2013;DE_NT-BT_2013__Ploen-Neumuenster;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Mettmann-II__22sep2013;DE_NT-BT_2013__Mettmann-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bruchsal-Schwetzingen__22sep2013;DE_NT-BT_2013__Bruchsal-Schwetzingen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ludwigsburg__22sep2013;DE_NT-BT_2013__Ludwigsburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Wuerzburg__22sep2013;DE_NT-BT_2013__Wuerzburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Kreuznach__22sep2013;DE_NT-BT_2013__Kreuznach;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Weiden__22sep2013;DE_NT-BT_2013__Weiden;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Magdeburg__22sep2013;DE_NT-BT_2013__Magdeburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Viersen__22sep2013;DE_NT-BT_2013__Viersen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Olpe-Maerkischer-Kreis-I__22sep2013;DE_NT-BT_2013__Olpe-Maerkischer-Kreis-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Nuernberg-Sued__22sep2013;DE_NT-BT_2013__Nuernberg-Sued;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hof__22sep2013;DE_NT-BT_2013__Hof;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Warendorf__22sep2013;DE_NT-BT_2013__Warendorf;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Paderborn-Guetersloh-III__22sep2013;DE_NT-BT_2013__Paderborn-Guetersloh-III;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Gelsenkirchen__22sep2013;DE_NT-BT_2013__Gelsenkirchen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Mecklenburgische-Seenplatte-II-Landkreis-Rostock-III__22sep2013;DE_NT-BT_2013__Mecklenburgische-Seenplatte-II-Landkreis-Rostock-III;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Muenchen-Ost__22sep2013;DE_NT-BT_2013__Muenchen-Ost;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rostock-Landkreis-Rostock-II__22sep2013;DE_NT-BT_2013__Rostock-Landkreis-Rostock-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Krefeld-II-Wesel-II__22sep2013;DE_NT-BT_2013__Krefeld-II-Wesel-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hamm-Unna-II__22sep2013;DE_NT-BT_2013__Hamm-Unna-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bamberg__22sep2013;DE_NT-BT_2013__Bamberg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Luechow-Dannenberg-Lueneburg__22sep2013;DE_NT-BT_2013__Luechow-Dannenberg-Lueneburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Prignitz-Ostprignitz-Ruppin-Havelland-I__22sep2013;DE_NT-BT_2013__Prignitz-Ostprignitz-Ruppin-Havelland-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Anhalt__22sep2013;DE_NT-BT_2013__Anhalt;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Solingen-Remscheid-Wuppertal-II__22sep2013;DE_NT-BT_2013__Solingen-Remscheid-Wuppertal-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Odenwald-Tauber__22sep2013;DE_NT-BT_2013__Odenwald-Tauber;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Altmark__22sep2013;DE_NT-BT_2013__Altmark;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Leipzig-I__22sep2013;DE_NT-BT_2013__Leipzig-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Berlin-Spandau-Charlottenburg-Nord__22sep2013;DE_NT-BT_2013__Berlin-Spandau-Charlottenburg-Nord;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Loerrach-Muellheim__22sep2013;DE_NT-BT_2013__Loerrach-Muellheim;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Berlin-Charlottenburg-Wilmersdorf__22sep2013;DE_NT-BT_2013__Berlin-Charlottenburg-Wilmersdorf;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Elbe-Elster-Oberspreewald-Lausitz-II__22sep2013;DE_NT-BT_2013__Elbe-Elster-Oberspreewald-Lausitz-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Duesseldorf-I__22sep2013;DE_NT-BT_2013__Duesseldorf-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Goettingen__22sep2013;DE_NT-BT_2013__Goettingen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Muenchen-Nord__22sep2013;DE_NT-BT_2013__Muenchen-Nord;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Fulda__22sep2013;DE_NT-BT_2013__Fulda;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Biberach__22sep2013;DE_NT-BT_2013__Biberach;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Waldeck__22sep2013;DE_NT-BT_2013__Waldeck;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Harburg__22sep2013;DE_NT-BT_2013__Harburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Herzogtum-Lauenburg-Stormarn-Sued__22sep2013;DE_NT-BT_2013__Herzogtum-Lauenburg-Stormarn-Sued;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Saechsische-Schweiz-Osterzgebirge__22sep2013;DE_NT-BT_2013__Saechsische-Schweiz-Osterzgebirge;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Rhein-Neckar__22sep2013;DE_NT-BT_2013__Rhein-Neckar;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Schwaebisch-Hall-Hohenlohe__22sep2013;DE_NT-BT_2013__Schwaebisch-Hall-Hohenlohe;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Nordsachsen__22sep2013;DE_NT-BT_2013__Nordsachsen;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Siegen-Wittgenstein__22sep2013;DE_NT-BT_2013__Siegen-Wittgenstein;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ennepe-Ruhr-Kreis-II__22sep2013;DE_NT-BT_2013__Ennepe-Ruhr-Kreis-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Schwalm-Eder__22sep2013;DE_NT-BT_2013__Schwalm-Eder;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Oberbergischer-Kreis__22sep2013;DE_NT-BT_2013__Oberbergischer-Kreis;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Bottrop-Recklinghausen-III__22sep2013;DE_NT-BT_2013__Bottrop-Recklinghausen-III;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Harz__22sep2013;DE_NT-BT_2013__Harz;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Borken-II__22sep2013;DE_NT-BT_2013__Borken-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Odenwald__22sep2013;DE_NT-BT_2013__Odenwald;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Heilbronn__22sep2013;DE_NT-BT_2013__Heilbronn;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Flensburg-Schleswig__22sep2013;DE_NT-BT_2013__Flensburg-Schleswig;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Worms__22sep2013;DE_NT-BT_2013__Worms;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Regensburg__22sep2013;DE_NT-BT_2013__Regensburg;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Neu-Ulm__22sep2013;DE_NT-BT_2013__Neu-Ulm;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Soest__22sep2013;DE_NT-BT_2013__Soest;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Offenbach__22sep2013;DE_NT-BT_2013__Offenbach;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Main-Kinzig-Wetterau-II-Schotten__22sep2013;DE_NT-BT_2013__Main-Kinzig-Wetterau-II-Schotten;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Ostholstein-Stormarn-Nord__22sep2013;DE_NT-BT_2013__Ostholstein-Stormarn-Nord;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Berlin-Treptow-Koepenick__22sep2013;DE_NT-BT_2013__Berlin-Treptow-Koepenick;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Muenchen-Sued__22sep2013;DE_NT-BT_2013__Muenchen-Sued;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Mannheim__22sep2013;DE_NT-BT_2013__Mannheim;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Stadt-Hannover-I__22sep2013;DE_NT-BT_2013__Stadt-Hannover-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Duesseldorf-II__22sep2013;DE_NT-BT_2013__Duesseldorf-II;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Minden-Luebbecke-I__22sep2013;DE_NT-BT_2013__Minden-Luebbecke-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Hamburg-Mitte__22sep2013;DE_NT-BT_2013__Hamburg-Mitte;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Dortmund-I__22sep2013;DE_NT-BT_2013__Dortmund-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
DE_NT-BT_2013__Wuppertal-I__22sep2013;DE_NT-BT_2013__Wuppertal-I;DE_NT-BT_2013;22sep2013;regular;popular;;main-election;1;
